"Run Fondo";"Serie";"fecha";"Tipo de Rentabilidad";"Rentabilidad"
"8064";APV;2023-06-16;"6M";-0.39%
"8064";APV;2023-06-16;"1Y";-1.76%
"8064";APV;2023-06-16;YTD;-0.21%
"8064";APV;2023-06-17;"1M";"0.48%"
"8064";APV;2023-06-17;"3M";-0.52%
"8064";APV;2023-06-17;"6M";-0.38%
"8064";APV;2023-06-17;"1Y";-1.76%
"8064";APV;2023-06-17;YTD;-0.19%
"8064";APV;2023-06-18;"1M";"0.56%"
"8064";APV;2023-06-18;"3M";-0.52%
"8064";APV;2023-06-18;"6M";-0.37%
"8064";APV;2023-06-18;"1Y";-1.74%
"8064";APV;2023-06-18;YTD;-0.18%
"8064";APV;2023-06-19;"1M";"0.72%"
"8064";APV;2023-06-19;"3M";-0.46%
"8064";APV;2023-06-19;"6M";-0.13%
"8064";APV;2023-06-19;"1Y";-1.68%
"8064";APV;2023-06-19;YTD;-0.11%
"8064";APV;2023-06-20;"1M";"0.96%"
"8064";APV;2023-06-20;"3M";-0.30%
"8064";APV;2023-06-20;"6M";"0.20%"
"8064";APV;2023-06-20;"1Y";-1.59%
"8064";APV;2023-06-20;YTD;"0.14%"
"8064";APV;2023-06-21;"1M";"0.96%"
"8064";APV;2023-06-21;"3M";-0.27%
"8064";APV;2023-06-21;"6M";"0.40%"
"8064";APV;2023-06-21;"1Y";-1.58%
"8064";APV;2023-06-21;YTD;"0.16%"
"8064";APV;2023-06-22;"1M";"1.08%"
"8064";APV;2023-06-22;"3M";-0.20%
"8064";APV;2023-06-22;"6M";"0.39%"
"8064";APV;2023-06-22;"1Y";-1.66%
"8064";APV;2023-06-22;YTD;"0.15%"
"8064";APV;2023-06-23;"1M";"1.21%"
"8064";APV;2023-06-23;"3M";-0.50%
"8064";APV;2023-06-23;"6M";"0.36%"
"8064";APV;2023-06-23;"1Y";-1.80%
"8064";APV;2023-06-23;YTD;"0.12%"
"8064";APV;2023-06-24;"1M";"1.06%"
"8064";APV;2023-06-24;"3M";-0.67%
"8064";APV;2023-06-24;"6M";"0.37%"
"8064";APV;2023-06-24;"1Y";-1.72%
"8064";APV;2023-06-24;YTD;"0.13%"
"8064";APV;2023-06-25;"1M";"1.19%"
"8064";APV;2023-06-25;"3M";-0.67%
"8064";APV;2023-06-25;"6M";"0.37%"
"8064";APV;2023-06-25;"1Y";-1.71%
"8064";APV;2023-06-25;YTD;"0.14%"
"8064";APV;2023-06-26;"1M";"1.38%"
"8064";APV;2023-06-26;"3M";-0.67%
"8064";APV;2023-06-26;"6M";"0.47%"
"8064";APV;2023-06-26;"1Y";-1.70%
"8064";APV;2023-06-26;YTD;"0.16%"
"8064";APV;2023-06-27;"1M";"1.46%"
"8064";APV;2023-06-27;"3M";-0.38%
"8064";APV;2023-06-27;"6M";"0.52%"
"8064";APV;2023-06-27;"1Y";-1.61%
"8064";APV;2023-06-27;YTD;"0.25%"
"8064";APV;2023-06-28;"1M";"1.32%"
"8064";APV;2023-06-28;"3M";-0.71%
"8064";APV;2023-06-28;"6M";"0.29%"
"8064";APV;2023-06-28;"1Y";-1.71%
"8064";APV;2023-06-28;YTD;"0.12%"
"8064";APV;2023-06-29;"1M";"1.23%"
"8064";APV;2023-06-29;"3M";-0.64%
"8064";APV;2023-06-29;"6M";"0.25%"
"8064";APV;2023-06-29;"1Y";-1.62%
"8064";APV;2023-06-29;YTD;"0.19%"
"8064";APV;2023-06-30;"1M";"1.31%"
"8064";APV;2023-06-30;"3M";-0.91%
"8064";APV;2023-06-30;"6M";"0.20%"
"8064";APV;2023-06-30;"1Y";-1.77%
"8064";APV;2023-06-30;YTD;"0.20%"
"8064";APV;2023-07-01;"1M";"1.11%"
"8064";APV;2023-07-01;"3M";-0.94%
"8064";APV;2023-07-01;"6M";"0.20%"
"8064";APV;2023-07-01;"1Y";-1.82%
"8064";APV;2023-07-01;YTD;"0.21%"
"8064";APV;2023-07-02;"1M";"1.08%"
"8064";APV;2023-07-02;"3M";-0.94%
"8064";APV;2023-07-02;"6M";"0.21%"
"8064";APV;2023-07-02;"1Y";-1.81%
"8064";APV;2023-07-02;YTD;"0.23%"
"8064";APV;2023-07-03;"1M";"1.23%"
"8064";APV;2023-07-03;"3M";-0.97%
"8064";APV;2023-07-03;"6M";"0.47%"
"8064";APV;2023-07-03;"1Y";-1.66%
"8064";APV;2023-07-03;YTD;"0.38%"
"8064";APV;2023-07-04;"1M";"1.24%"
"8064";APV;2023-07-04;"3M";-0.86%
"8064";APV;2023-07-04;"6M";"0.37%"
"8064";APV;2023-07-04;"1Y";-1.63%
"8064";APV;2023-07-04;YTD;"0.41%"
"8064";APV;2023-07-05;"1M";"0.92%"
"8064";APV;2023-07-05;"3M";-0.82%
"8064";APV;2023-07-05;"6M";"0.25%"
"8064";APV;2023-07-05;"1Y";-1.93%
"8064";APV;2023-07-05;YTD;"0.28%"
"8064";APV;2023-07-06;"1M";"0.90%"
"8064";APV;2023-07-06;"3M";-1.28%
"8064";APV;2023-07-06;"6M";"0.24%"
"8064";APV;2023-07-06;"1Y";-2.01%
"8064";APV;2023-07-06;YTD;"0.21%"
"8064";APV;2023-07-07;"1M";"0.47%"
"8064";APV;2023-07-07;"3M";-1.55%
"8064";APV;2023-07-07;"6M";-0.04%
"8064";APV;2023-07-07;"1Y";-2.35%
"8064";APV;2023-07-07;YTD;-0.06%
"8064";APV;2023-07-08;"1M";"0.66%"
"8064";APV;2023-07-08;"3M";-1.55%
"8064";APV;2023-07-08;"6M";-0.03%
"8064";APV;2023-07-08;"1Y";-2.13%
"8064";APV;2023-07-08;YTD;-0.05%
"8064";APV;2023-07-09;"1M";"0.59%"
"8064";APV;2023-07-09;"3M";-1.55%
"8064";APV;2023-07-09;"6M";-0.11%
"8064";APV;2023-07-09;"1Y";-2.12%
"8064";APV;2023-07-09;YTD;-0.04%
"8064";APV;2023-07-10;"1M";"0.52%"
"8064";APV;2023-07-10;"3M";-1.41%
"8064";APV;2023-07-10;"6M";-0.21%
"8064";APV;2023-07-10;"1Y";-2.18%
"8064";APV;2023-07-10;YTD;-0.10%
"8064";APV;2023-07-11;"1M";"0.43%"
"8064";APV;2023-07-11;"3M";-1.38%
"8064";APV;2023-07-11;"6M";-0.46%
"8064";APV;2023-07-11;"1Y";-2.40%
"8064";APV;2023-07-11;YTD;-0.17%
"8064";APV;2023-07-12;"1M";"0.40%"
"8064";APV;2023-07-12;"3M";-1.40%
"8064";APV;2023-07-12;"6M";-0.80%
"8064";APV;2023-07-12;"1Y";-2.49%
"8064";APV;2023-07-12;YTD;-0.29%
"8064";APV;2023-07-13;"1M";"0.64%"
"8064";APV;2023-07-13;"3M";-0.83%
"8064";APV;2023-07-13;"6M";-0.42%
"8064";APV;2023-07-13;"1Y";-2.27%
"8064";APV;2023-07-13;YTD;"0.04%"
"8064";APV;2023-07-14;"1M";"0.59%"
"8064";APV;2023-07-14;"3M";-0.88%
"8064";APV;2023-07-14;"6M";-0.46%
"8064";APV;2023-07-14;"1Y";-2.24%
"8064";APV;2023-07-14;YTD;"0.00%"
"8064";APV;2023-07-15;"1M";"0.41%"
"8064";APV;2023-07-15;"3M";-0.87%
"8064";APV;2023-07-15;"6M";-0.46%
"8064";APV;2023-07-15;"1Y";-2.29%
"8064";APV;2023-07-15;YTD;"0.02%"
"8064";APV;2023-07-16;"1M";"0.24%"
"8064";APV;2023-07-16;"3M";-0.86%
"8064";APV;2023-07-16;"6M";-0.51%
"8064";APV;2023-07-16;"1Y";-2.28%
"8064";APV;2023-07-16;YTD;"0.03%"
"8064";APV;2023-07-17;"1M";"0.57%"
"8064";APV;2023-07-17;"3M";-0.30%
"8064";APV;2023-07-17;"6M";-0.17%
"8064";APV;2023-07-17;"1Y";-1.95%
"8064";APV;2023-07-17;YTD;"0.37%"
"8064";APV;2023-07-18;"1M";"0.51%"
"8064";APV;2023-07-18;"3M";-0.29%
"8064";APV;2023-07-18;"6M";-0.21%
"8064";APV;2023-07-18;"1Y";-2.34%
"8064";APV;2023-07-18;YTD;"0.33%"
"8064";APV;2023-07-19;"1M";"0.43%"
"8064";APV;2023-07-19;"3M";-0.12%
"8064";APV;2023-07-19;"6M";-0.20%
"8064";APV;2023-07-19;"1Y";-2.32%
"8064";APV;2023-07-19;YTD;"0.31%"
"8064";APV;2023-07-20;"1M";"0.04%"
"8064";APV;2023-07-20;"3M";-0.10%
"8064";APV;2023-07-20;"6M";-0.25%
"8064";APV;2023-07-20;"1Y";-2.43%
"8064";APV;2023-07-20;YTD;"0.19%"
"8064";APV;2023-07-21;"1M";"0.05%"
"8064";APV;2023-07-21;"3M";"0.05%"
"8064";APV;2023-07-21;"6M";-0.24%
"8064";APV;2023-07-21;"1Y";-2.31%
"8064";APV;2023-07-21;YTD;"0.21%"
"8064";APV;2023-07-22;"1M";"0.07%"
"8064";APV;2023-07-22;"3M";"0.05%"
"8064";APV;2023-07-22;"6M";-0.23%
"8064";APV;2023-07-22;"1Y";-2.33%
"8064";APV;2023-07-22;YTD;"0.23%"
"8064";APV;2023-07-23;"1M";"0.12%"
"8064";APV;2023-07-23;"3M";"0.06%"
"8064";APV;2023-07-23;"6M";-0.22%
"8064";APV;2023-07-23;"1Y";-2.32%
"8064";APV;2023-07-23;YTD;"0.24%"
"8064";APV;2023-07-24;"1M";"0.12%"
"8064";APV;2023-07-24;"3M";"0.20%"
"8064";APV;2023-07-24;"6M";-0.21%
"8064";APV;2023-07-24;"1Y";-2.30%
"8064";APV;2023-07-24;YTD;"0.25%"
"8064";APV;2023-07-25;"1M";"0.21%"
"8064";APV;2023-07-25;"3M";"0.32%"
"8064";APV;2023-07-25;"6M";-0.08%
"8064";APV;2023-07-25;"1Y";-2.28%
"8064";APV;2023-07-25;YTD;"0.36%"
"8064";APV;2023-07-26;"1M";"0.14%"
"8064";APV;2023-07-26;"3M";"0.35%"
"8064";APV;2023-07-26;"6M";-0.14%
"8064";APV;2023-07-26;"1Y";-2.29%
"8064";APV;2023-07-26;YTD;"0.30%"
"8064";APV;2023-07-27;"1M";"0.12%"
"8064";APV;2023-07-27;"3M";"0.43%"
"8064";APV;2023-07-27;"6M";-0.08%
"8064";APV;2023-07-27;"1Y";-1.94%
"8064";APV;2023-07-27;YTD;"0.37%"
"8064";APV;2023-07-28;"1M";"0.43%"
"8064";APV;2023-07-28;"3M";"0.61%"
"8064";APV;2023-07-28;"6M";"0.09%"
"8064";APV;2023-07-28;"1Y";-1.87%
"8064";APV;2023-07-28;YTD;"0.55%"
"8064";APV;2023-07-29;"1M";"0.37%"
"8064";APV;2023-07-29;"3M";"0.61%"
"8064";APV;2023-07-29;"6M";"0.10%"
"8064";APV;2023-07-29;"1Y";-1.93%
"8064";APV;2023-07-29;YTD;"0.57%"
"8064";APV;2023-07-30;"1M";"0.38%"
"8064";APV;2023-07-30;"3M";"0.62%"
"8064";APV;2023-07-30;"6M";"0.19%"
"8064";APV;2023-07-30;"1Y";-1.92%
"8064";APV;2023-07-30;YTD;"0.58%"
"8064";APV;2023-07-31;"1M";"0.72%"
"8064";APV;2023-07-31;"3M";"0.96%"
"8064";APV;2023-07-31;"6M";"0.74%"
"8064";APV;2023-07-31;"1Y";-1.58%
"8064";APV;2023-07-31;YTD;"0.92%"
"9084";AC-APV;2023-01-31;"1M";-0.50%
"9084";AC-APV;2023-01-31;"3M";-1.95%
"9084";AC-APV;2023-01-31;"6M";-5.30%
"9084";AC-APV;2023-01-31;"1Y";-11.55%
"9084";AC-APV;2023-01-31;YTD;-0.53%
"9084";AC-APV;2023-02-01;"1M";-0.48%
"9084";AC-APV;2023-02-01;"3M";-1.93%
"9084";AC-APV;2023-02-01;"6M";-5.28%
"9084";AC-APV;2023-02-01;"1Y";-11.53%
"9084";AC-APV;2023-02-01;YTD;-0.54%
"9084";AC-APV;2023-02-02;"1M";-0.46%
"9084";AC-APV;2023-02-02;"3M";-1.91%
"9084";AC-APV;2023-02-02;"6M";-5.26%
"9084";AC-APV;2023-02-02;"1Y";-11.52%
"9084";AC-APV;2023-02-02;YTD;-0.55%
"9084";AC-APV;2023-02-03;"1M";-0.43%
"9084";AC-APV;2023-02-03;"3M";-1.89%
"9084";AC-APV;2023-02-03;"6M";-5.25%
"9084";AC-APV;2023-02-03;"1Y";-11.50%
"9084";AC-APV;2023-02-03;YTD;-0.56%
"9084";AC-APV;2023-02-04;"1M";-0.41%
"9084";AC-APV;2023-02-04;"3M";-1.87%
"9084";AC-APV;2023-02-04;"6M";-5.23%
"9084";AC-APV;2023-02-04;"1Y";-11.49%
"9084";AC-APV;2023-02-04;YTD;-0.57%
"9084";AC-APV;2023-02-05;"1M";-0.39%
"9084";AC-APV;2023-02-05;"3M";-1.85%
"9084";AC-APV;2023-02-05;"6M";-5.21%
"9084";AC-APV;2023-02-05;"1Y";-11.48%
"9084";AC-APV;2023-02-05;YTD;-0.58%
"9084";AC-APV;2023-02-06;"1M";-0.37%
"9084";AC-APV;2023-02-06;"3M";-1.83%
"9084";AC-APV;2023-02-06;"6M";-5.19%
"9084";AC-APV;2023-02-06;"1Y";-11.46%
"9084";AC-APV;2023-02-06;YTD;-0.59%
"9084";AC-APV;2023-02-07;"1M";-0.34%
"9084";AC-APV;2023-02-07;"3M";-1.82%
"9084";AC-APV;2023-02-07;"6M";-5.17%
"9084";AC-APV;2023-02-07;"1Y";-11.45%
"9084";AC-APV;2023-02-07;YTD;-0.60%
"9084";AC-APV;2023-02-08;"1M";-0.32%
"9084";AC-APV;2023-02-08;"3M";-1.80%
"9084";AC-APV;2023-02-08;"6M";-5.15%
"9084";AC-APV;2023-02-08;"1Y";-11.43%
"9084";AC-APV;2023-02-08;YTD;-0.61%
"9084";AC-APV;2023-02-09;"1M";-0.30%
"9084";AC-APV;2023-02-09;"3M";-1.78%
"9084";AC-APV;2023-02-09;"6M";-5.14%
"9084";AC-APV;2023-02-09;"1Y";-11.42%
"9084";AC-APV;2023-02-09;YTD;-0.62%
"9084";AC-APV;2023-02-10;"1M";-0.32%
"9084";AC-APV;2023-02-10;"3M";-1.79%
"9084";AC-APV;2023-02-10;"6M";-5.12%
"9084";AC-APV;2023-02-10;"1Y";-11.41%
"9084";AC-APV;2023-02-10;YTD;-0.65%
"9084";AC-APV;2023-02-11;"1M";-0.34%
"9084";AC-APV;2023-02-11;"3M";-1.80%
"9084";AC-APV;2023-02-11;"6M";-5.10%
"9084";AC-APV;2023-02-11;"1Y";-11.39%
"9084";AC-APV;2023-02-11;YTD;-0.68%
"9084";AC-APV;2023-02-12;"1M";-0.36%
"9084";AC-APV;2023-02-12;"3M";-1.81%
"9084";AC-APV;2023-02-12;"6M";-5.09%
"9084";AC-APV;2023-02-12;"1Y";-11.38%
"9084";AC-APV;2023-02-12;YTD;-0.70%
"9084";AC-APV;2023-02-13;"1M";-0.37%
"9084";AC-APV;2023-02-13;"3M";-1.82%
"9084";AC-APV;2023-02-13;"6M";-5.07%
"9084";AC-APV;2023-02-13;"1Y";-11.37%
"9084";AC-APV;2023-02-13;YTD;-0.73%
"9084";AC-APV;2023-02-14;"1M";-0.39%
"9084";AC-APV;2023-02-14;"3M";-1.84%
"9084";AC-APV;2023-02-14;"6M";-5.06%
"9084";AC-APV;2023-02-14;"1Y";-11.36%
"8897";APV;2023-01-31;"1M";"0.11%"
"8897";APV;2023-01-31;"3M";"1.66%"
"8897";APV;2023-01-31;"6M";-2.63%
"8897";APV;2023-01-31;"1Y";-0.38%
"8897";APV;2023-01-31;YTD;"0.12%"
"8897";APV;2023-02-01;"1M";"0.08%"
"8897";APV;2023-02-01;"3M";"1.63%"
"8897";APV;2023-02-01;"6M";-2.65%
"8897";APV;2023-02-01;"1Y";-0.57%
"8897";APV;2023-02-01;YTD;"0.09%"
"8897";APV;2023-02-02;"1M";"0.23%"
"8897";APV;2023-02-02;"3M";"1.80%"
"8897";APV;2023-02-02;"6M";-2.59%
"8897";APV;2023-02-02;"1Y";-0.39%
"8897";APV;2023-02-02;YTD;"0.25%"
"8897";APV;2023-02-03;"1M";"0.32%"
"8897";APV;2023-02-03;"3M";"1.69%"
"8897";APV;2023-02-03;"6M";-2.50%
"8897";APV;2023-02-03;"1Y";-0.40%
"8897";APV;2023-02-03;YTD;"0.20%"
"8897";APV;2023-02-04;"1M";"0.19%"
"8897";APV;2023-02-04;"3M";"1.61%"
"8897";APV;2023-02-04;"6M";-2.48%
"8897";APV;2023-02-04;"1Y";-0.41%
"8897";APV;2023-02-04;YTD;"0.21%"
"8897";APV;2023-02-05;"1M";"0.21%"
"8897";APV;2023-02-05;"3M";"1.61%"
"8897";APV;2023-02-05;"6M";-2.26%
"8897";APV;2023-02-05;"1Y";-0.40%
"8897";APV;2023-02-05;YTD;"0.22%"
"8897";APV;2023-02-06;"1M";"0.05%"
"8897";APV;2023-02-06;"3M";"1.37%"
"8897";APV;2023-02-06;"6M";-2.48%
"8897";APV;2023-02-06;"1Y";-0.63%
"8897";APV;2023-02-06;YTD;-0.01%
"8897";APV;2023-02-07;"1M";"0.01%"
"8897";APV;2023-02-07;"3M";"1.18%"
"8897";APV;2023-02-07;"6M";-2.51%
"8897";APV;2023-02-07;"1Y";-0.61%
"8897";APV;2023-02-07;YTD;-0.04%
"8897";APV;2023-02-08;"1M";"0.12%"
"8897";APV;2023-02-08;"3M";"1.16%"
"8897";APV;2023-02-08;"6M";-2.45%
"8897";APV;2023-02-08;"1Y";-0.68%
"8897";APV;2023-02-08;YTD;"0.07%"
"8897";APV;2023-02-09;"1M";"0.12%"
"8897";APV;2023-02-09;"3M";"0.73%"
"8897";APV;2023-02-09;"6M";-2.40%
"8897";APV;2023-02-09;"1Y";-0.63%
"8897";APV;2023-02-09;YTD;"0.04%"
"8897";APV;2023-02-10;"1M";-0.06%
"8897";APV;2023-02-10;"3M";"0.29%"
"8897";APV;2023-02-10;"6M";-2.56%
"8897";APV;2023-02-10;"1Y";-0.69%
"8897";APV;2023-02-10;YTD;-0.09%
"8897";APV;2023-02-11;"1M";-0.20%
"8897";APV;2023-02-11;"3M";"0.21%"
"8897";APV;2023-02-11;"6M";-2.39%
"8897";APV;2023-02-11;"1Y";-0.52%
"8897";APV;2023-02-11;YTD;-0.08%
"8897";APV;2023-02-12;"1M";-0.42%
"8897";APV;2023-02-12;"3M";"0.21%"
"8897";APV;2023-02-12;"6M";-2.28%
"8897";APV;2023-02-12;"1Y";-0.52%
"8897";APV;2023-02-12;YTD;-0.07%
"8897";APV;2023-02-13;"1M";-0.47%
"8897";APV;2023-02-13;"3M";"0.18%"
"8897";APV;2023-02-13;"6M";-2.30%
"8897";APV;2023-02-13;"1Y";-0.54%
"8897";APV;2023-02-13;YTD;-0.09%
"8897";APV;2023-02-14;"1M";-0.53%
"8897";APV;2023-02-14;"3M";"0.08%"
"8897";APV;2023-02-14;"6M";-2.35%
"8897";APV;2023-02-14;"1Y";-0.76%
"8897";APV;2023-02-14;YTD;-0.15%
"8897";APV;2023-02-15;"1M";-0.60%
"8897";APV;2023-02-15;"3M";-0.55%
"8897";APV;2023-02-15;"6M";-2.41%
"8897";APV;2023-02-15;"1Y";-0.69%
"8897";APV;2023-02-15;YTD;-0.21%
"8897";APV;2023-02-16;"1M";-0.60%
"8897";APV;2023-02-16;"3M";-0.72%
"8897";APV;2023-02-16;"6M";-2.09%
"8897";APV;2023-02-16;"1Y";-0.52%
"8897";APV;2023-02-16;YTD;-0.18%
"8897";APV;2023-02-17;"1M";-0.53%
"8897";APV;2023-02-17;"3M";-0.43%
"8897";APV;2023-02-17;"6M";-1.73%
"8897";APV;2023-02-17;"1Y";-0.48%
"8897";APV;2023-02-17;YTD;-0.08%
"8897";APV;2023-02-18;"1M";-0.53%
"8897";APV;2023-02-18;"3M";-0.35%
"8897";APV;2023-02-18;"6M";-1.43%
"8897";APV;2023-02-18;"1Y";-0.47%
"8897";APV;2023-02-18;YTD;-0.08%
"8897";APV;2023-02-19;"1M";-0.50%
"8897";APV;2023-02-19;"3M";-0.35%
"8897";APV;2023-02-19;"6M";-1.09%
"8897";APV;2023-02-19;"1Y";-0.47%
"8897";APV;2023-02-19;YTD;-0.07%
"8897";APV;2023-02-20;"1M";-0.38%
"8897";APV;2023-02-20;"3M";-0.32%
"8897";APV;2023-02-20;"6M";-1.06%
"8897";APV;2023-02-20;"1Y";-0.43%
"8897";APV;2023-02-20;YTD;-0.03%
"8897";APV;2023-02-21;"1M";-0.45%
"8897";APV;2023-02-21;"3M";-0.54%
"8897";APV;2023-02-21;"6M";-1.13%
"8897";APV;2023-02-21;"1Y";-0.48%
"8897";APV;2023-02-21;YTD;-0.10%
"8897";APV;2023-02-22;"1M";-0.48%
"8897";APV;2023-02-22;"3M";-0.66%
"8897";APV;2023-02-22;"6M";-0.78%
"8897";APV;2023-02-22;"1Y";-0.50%
"8897";APV;2023-02-22;YTD;-0.12%
"8897";APV;2023-02-23;"1M";-0.54%
"8897";APV;2023-02-23;"3M";-0.57%
"8897";APV;2023-02-23;"6M";-0.74%
"8897";APV;2023-02-23;"1Y";-0.67%
"8897";APV;2023-02-23;YTD;-0.13%
"8897";APV;2023-02-24;"1M";-0.38%
"8897";APV;2023-02-24;"3M";-0.36%
"8897";APV;2023-02-24;"6M";-0.67%
"8897";APV;2023-02-24;"1Y";-0.72%
"8897";APV;2023-02-24;YTD;"0.03%"
"8897";APV;2023-02-25;"1M";-0.36%
"8897";APV;2023-02-25;"3M";-0.29%
"8897";APV;2023-02-25;"6M";-0.56%
"8897";APV;2023-02-25;"1Y";-0.68%
"8897";APV;2023-02-25;YTD;"0.04%"
"8897";APV;2023-02-26;"1M";-0.36%
"8897";APV;2023-02-26;"3M";-0.29%
"8897";APV;2023-02-26;"6M";-0.73%
"8897";APV;2023-02-26;"1Y";-0.67%
"8897";APV;2023-02-26;YTD;"0.05%"
"8897";APV;2023-02-27;"1M";-0.28%
"8897";APV;2023-02-27;"3M";-0.22%
"8897";APV;2023-02-27;"6M";-0.65%
"8897";APV;2023-02-27;"1Y";-0.58%
"8897";APV;2023-02-27;YTD;"0.13%"
"8897";APV;2023-02-28;"1M";-0.27%
"8897";APV;2023-02-28;"3M";-0.04%
"8897";APV;2023-02-28;"6M";-0.63%
"8897";APV;2023-02-28;"1Y";-0.56%
"8897";APV;2023-02-28;YTD;"0.16%"
"8897";APV;2023-03-01;"1M";-0.07%
"8897";APV;2023-03-01;"3M";-0.29%
"8897";APV;2023-03-01;"6M";-0.83%
"8897";APV;2023-03-01;"1Y";-0.99%
"8897";APV;2023-03-01;YTD;"0.02%"
"8897";APV;2023-03-02;"1M";-0.36%
"8897";APV;2023-03-02;"3M";-0.49%
"8897";APV;2023-03-02;"6M";-1.29%
"8897";APV;2023-03-02;"1Y";-1.18%
"8897";APV;2023-03-02;YTD;-0.10%
"8897";APV;2023-03-03;"1M";-0.33%
"8897";APV;2023-03-03;"3M";-0.53%
"8897";APV;2023-03-03;"6M";-1.32%
"8897";APV;2023-03-03;"1Y";-1.21%
"8897";APV;2023-03-03;YTD;-0.13%
"8897";APV;2023-03-04;"1M";-0.33%
"8897";APV;2023-03-04;"3M";-0.53%
"8897";APV;2023-03-04;"6M";-1.32%
"8897";APV;2023-03-04;"1Y";-1.33%
"8897";APV;2023-03-04;YTD;-0.12%
"8897";APV;2023-03-05;"1M";-0.33%
"8897";APV;2023-03-05;"3M";-0.55%
"8897";APV;2023-03-05;"6M";-1.53%
"8897";APV;2023-03-05;"1Y";-1.32%
"8897";APV;2023-03-05;YTD;-0.12%
"8897";APV;2023-03-06;"1M";-0.13%
"8897";APV;2023-03-06;"3M";-0.43%
"8897";APV;2023-03-06;"6M";-1.40%
"8897";APV;2023-03-06;"1Y";-1.35%
"8897";APV;2023-03-06;YTD;-0.15%
"8897";APV;2023-03-07;"1M";-0.07%
"8897";APV;2023-03-07;"3M";-0.45%
"8897";APV;2023-03-07;"6M";-0.98%
"8897";APV;2023-03-07;"1Y";-1.57%
"8897";APV;2023-03-07;YTD;-0.11%
"8897";APV;2023-03-08;"1M";-0.33%
"8897";APV;2023-03-08;"3M";-0.60%
"8897";APV;2023-03-08;"6M";-1.02%
"8897";APV;2023-03-08;"1Y";-1.63%
"8897";APV;2023-03-08;YTD;-0.26%
"8897";APV;2023-03-09;"1M";-0.46%
"8897";APV;2023-03-09;"3M";-0.82%
"8897";APV;2023-03-09;"6M";-1.04%
"8897";APV;2023-03-09;"1Y";-1.85%
"8897";APV;2023-03-09;YTD;-0.42%
"8897";APV;2023-03-10;"1M";-0.23%
"8897";APV;2023-03-10;"3M";-0.72%
"8897";APV;2023-03-10;"6M";-0.94%
"8897";APV;2023-03-10;"1Y";-2.05%
"8897";APV;2023-03-10;YTD;-0.31%
"8897";APV;2023-03-11;"1M";-0.22%
"8897";APV;2023-03-11;"3M";-0.72%
"8897";APV;2023-03-11;"6M";-0.93%
"8897";APV;2023-03-11;"1Y";-1.98%
"8897";APV;2023-03-11;YTD;-0.30%
"8897";APV;2023-03-12;"1M";-0.21%
"8897";APV;2023-03-12;"3M";-0.55%
"8897";APV;2023-03-12;"6M";-0.80%
"8897";APV;2023-03-12;"1Y";-1.97%
"8897";APV;2023-03-12;YTD;-0.29%
"8897";APV;2023-03-13;"1M";"0.21%"
"8897";APV;2023-03-13;"3M";-0.25%
"8897";APV;2023-03-13;"6M";-0.45%
"8897";APV;2023-03-13;"1Y";-1.58%
"8897";APV;2023-03-13;YTD;"0.12%"
"8897";APV;2023-03-14;"1M";"0.19%"
"8897";APV;2023-03-14;"3M";-0.34%
"8897";APV;2023-03-14;"6M";-0.54%
"8897";APV;2023-03-14;"1Y";-1.55%
"8897";APV;2023-03-14;YTD;"0.05%"
"8897";APV;2023-03-15;"1M";"0.32%"
"8897";APV;2023-03-15;"3M";-0.20%
"8897";APV;2023-03-15;"6M";-0.42%
"8897";APV;2023-03-15;"1Y";-1.12%
"8897";APV;2023-03-15;YTD;"0.11%"
"8897";APV;2023-03-16;"1M";"0.30%"
"8897";APV;2023-03-16;"3M";-0.10%
"8897";APV;2023-03-16;"6M";-0.40%
"8897";APV;2023-03-16;"1Y";-1.05%
"8897";APV;2023-03-16;YTD;"0.12%"
"8897";APV;2023-03-17;"1M";"0.30%"
"8897";APV;2023-03-17;"3M";-0.01%
"8897";APV;2023-03-17;"6M";-0.31%
"8897";APV;2023-03-17;"1Y";-0.87%
"8897";APV;2023-03-17;YTD;"0.21%"
"8897";APV;2023-03-18;"1M";"0.30%"
"8897";APV;2023-03-18;"3M";-0.01%
"8897";APV;2023-03-18;"6M";-0.31%
"8897";APV;2023-03-18;"1Y";-0.80%
"8897";APV;2023-03-18;YTD;"0.23%"
"8897";APV;2023-03-19;"1M";"0.31%"
"8897";APV;2023-03-19;"3M";"0.17%"
"8897";APV;2023-03-19;"6M";-0.30%
"8897";APV;2023-03-19;"1Y";-0.79%
"8897";APV;2023-03-19;YTD;"0.24%"
"8897";APV;2023-03-20;"1M";"0.37%"
"8897";APV;2023-03-20;"3M";"0.31%"
"8897";APV;2023-03-20;"6M";-0.23%
"8897";APV;2023-03-20;"1Y";-0.70%
"8897";APV;2023-03-20;YTD;"0.33%"
"8897";APV;2023-03-21;"1M";"0.44%"
"8897";APV;2023-03-21;"3M";"0.51%"
"8897";APV;2023-03-21;"6M";-0.04%
"8897";APV;2023-03-21;"1Y";-0.70%
"8897";APV;2023-03-21;YTD;"0.35%"
"8897";APV;2023-03-22;"1M";"0.44%"
"8897";APV;2023-03-22;"3M";"0.49%"
"8897";APV;2023-03-22;"6M";"0.29%"
"8897";APV;2023-03-22;"1Y";-0.62%
"8897";APV;2023-03-22;YTD;"0.32%"
"8897";APV;2023-03-23;"1M";"0.66%"
"8897";APV;2023-03-23;"3M";"0.74%"
"8897";APV;2023-03-23;"6M";"0.63%"
